dialogue_id	turn_id	annotations
joker_00011	22	ACCEPTABLE, INVALID
joker_00011	24	VALID, VALID
joker_00011	26	INVALID, INVALID
joker_00011	28	ACCEPTABLE, INVALID
joker_00011	30	VALID, VALID
joker_00011	32	INVALID, VALID
joker_00011	34	INVALID, ACCEPTABLE
joker_00011	36	VALID, VALID
joker_00012	6	ACCEPTABLE, VALID
joker_00012	8	ACCEPTABLE, VALID
joker_00012	10	VALID, ACCEPTABLE
joker_00012	12	VALID, INVALID
joker_00012	14	INVALID, ACCEPTABLE
joker_00012	16	INVALID, INVALID
joker_00012	18	INVALID, INVALID
joker_00012	20	VALID, VALID
joker_00012	26	VALID, ACCEPTABLE
joker_00012	28	INVALID, INVALID
joker_00012	30	ACCEPTABLE, INVALID
joker_00012	32	VALID, INVALID
joker_00012	34	INVALID, ACCEPTABLE
joker_00012	36	INVALID, INVALID
joker_00012	38	INVALID, INVALID
joker_00012	40	VALID, VALID
joker_00013	6	ACCEPTABLE
joker_00013	8	INVALID
joker_00013	10	INVALID
joker_00013	12	INVALID
joker_00013	14	INVALID
joker_00013	16	INVALID
joker_00013	18	ACCEPTABLE
joker_00013	20	INVALID
joker_00013	26	INVALID
joker_00013	28	INVALID
joker_00013	30	ACCEPTABLE
joker_00013	32	INVALID
joker_00013	34	INVALID
joker_00013	36	INVALID
joker_00013	38	ACCEPTABLE
joker_00013	40	VALID
joker_00014	4	VALID, VALID
joker_00014	6	INVALID, INVALID
joker_00014	8	INVALID, INVALID
joker_00014	10	INVALID, INVALID
joker_00014	12	VALID, ACCEPTABLE
joker_00014	14	ACCEPTABLE, INVALID
joker_00014	16	INVALID, INVALID
joker_00014	18	ACCEPTABLE, INVALID
joker_00014	24	INVALID, ACCEPTABLE
joker_00014	26	INVALID, INVALID
joker_00014	28	INVALID, ACCEPTABLE
joker_00014	30	VALID, ACCEPTABLE
joker_00014	32	INVALID, VALID
joker_00014	34	VALID, ACCEPTABLE
joker_00014	36	ACCEPTABLE, VALID
joker_00014	38	ACCEPTABLE, VALID
joker_00014	44	INVALID, INVALID
joker_00015	2	VALID, VALID
joker_00015	4	VALID, VALID
joker_00015	6	VALID, ACCEPTABLE
joker_00015	8	INVALID, INVALID
joker_00015	10	ACCEPTABLE, INVALID
joker_00015	12	ACCEPTABLE, ACCEPTABLE
joker_00015	14	INVALID, INVALID
joker_00015	20	INVALID, VALID
joker_00015	22	INVALID, INVALID
joker_00015	24	ACCEPTABLE, VALID
joker_00015	26	INVALID, INVALID
joker_00015	28	ACCEPTABLE, ACCEPTABLE
joker_00015	30	ACCEPTABLE, ACCEPTABLE
joker_00015	32	INVALID, INVALID
joker_00015	34	VALID, ACCEPTABLE
joker_00015	40	INVALID, INVALID
joker_00015	42	ACCEPTABLE, ACCEPTABLE
joker_00015	44	VALID, ACCEPTABLE
joker_00015	46	INVALID, INVALID
joker_00015	48	VALID, VALID
joker_00015	50	INVALID, INVALID
joker_00015	52	VALID, VALID
joker_00015	54	ACCEPTABLE, VALID
joker_00015	60	INVALID, INVALID
joker_00015	62	ACCEPTABLE, VALID
joker_00015	64	ACCEPTABLE, ACCEPTABLE
joker_00015	66	ACCEPTABLE, ACCEPTABLE
joker_00015	68	INVALID, INVALID
joker_00015	70	INVALID, INVALID
joker_00015	72	ACCEPTABLE, ACCEPTABLE
joker_00015	74	INVALID, ACCEPTABLE
joker_00015	80	INVALID, INVALID
joker_00015	82	INVALID, ACCEPTABLE
joker_00015	84	ACCEPTABLE, VALID
joker_00015	86	ACCEPTABLE, ACCEPTABLE
joker_00015	88	VALID, VALID
joker_00015	90	INVALID, ACCEPTABLE
joker_00015	92	ACCEPTABLE, VALID
joker_00015	94	ACCEPTABLE, INVALID
joker_00015	100	ACCEPTABLE, ACCEPTABLE
joker_00015	102	ACCEPTABLE, VALID
joker_00015	104	ACCEPTABLE, VALID
joker_00015	106	VALID, VALID
joker_00015	108	ACCEPTABLE, VALID
joker_00015	110	ACCEPTABLE, VALID
joker_00015	112	INVALID, INVALID
joker_00015	114	VALID, ACCEPTABLE
joker_00026	2	VALID, VALID, VALID
joker_00026	4	VALID, VALID, VALID
joker_00026	6	INVALID, INVALID, INVALID
joker_00026	8	INVALID, INVALID, INVALID
joker_00026	10	ACCEPTABLE, ACCEPTABLE, ACCEPTABLE
joker_00026	12	INVALID, INVALID, ACCEPTABLE
joker_00026	14	ACCEPTABLE, ACCEPTABLE, INVALID
joker_00026	16	INVALID, ACCEPTABLE, INVALID
joker_00026	22	VALID, ACCEPTABLE, ACCEPTABLE
joker_00026	24	INVALID, INVALID, INVALID
joker_00026	26	INVALID, ACCEPTABLE, INVALID
joker_00026	28	INVALID, ACCEPTABLE, ACCEPTABLE
joker_00026	30	INVALID, ACCEPTABLE, INVALID
joker_00026	32	ACCEPTABLE, INVALID, INVALID
joker_00026	34	INVALID, INVALID, INVALID
joker_00026	36	INVALID, ACCEPTABLE, ACCEPTABLE
joker_00026	42	INVALID, INVALID, ACCEPTABLE
joker_00026	44	ACCEPTABLE, ACCEPTABLE, ACCEPTABLE
joker_00026	46	VALID, VALID, VALID
joker_00027	2	VALID, VALID, VALID
joker_00027	4	ACCEPTABLE, ACCEPTABLE, ACCEPTABLE
joker_00027	6	INVALID, ACCEPTABLE, INVALID
joker_00027	8	VALID, INVALID, ACCEPTABLE
joker_00027	10	INVALID, INVALID, INVALID
joker_00027	16	INVALID, INVALID, INVALID
joker_00027	18	INVALID, INVALID, INVALID
joker_00027	20	VALID, VALID, VALID
joker_00027	22	INVALID, VALID, ACCEPTABLE
joker_00027	24	INVALID, INVALID, INVALID
joker_00027	26	INVALID, INVALID, INVALID
joker_00027	28	INVALID, INVALID, INVALID
joker_00027	30	INVALID, INVALID, ACCEPTABLE
joker_00027	36	ACCEPTABLE, ACCEPTABLE, ACCEPTABLE
joker_00027	38	VALID, VALID, VALID
joker_00028	2	VALID, VALID, VALID
joker_00028	4	INVALID, INVALID, INVALID
joker_00028	6	INVALID, INVALID, INVALID
joker_00028	8	INVALID, ACCEPTABLE, ACCEPTABLE
joker_00028	10	INVALID, INVALID, INVALID
joker_00028	12	ACCEPTABLE, VALID, ACCEPTABLE
joker_00028	18	INVALID, ACCEPTABLE, INVALID
joker_00028	20	INVALID, ACCEPTABLE, INVALID
joker_00028	22	INVALID, INVALID, INVALID
joker_00028	24	INVALID, INVALID, INVALID
joker_00028	26	INVALID, INVALID, INVALID
joker_00028	28	VALID, INVALID, INVALID
joker_00028	30	INVALID, INVALID, ACCEPTABLE
joker_00028	32	VALID, INVALID, INVALID
joker_00028	38	INVALID, VALID, ACCEPTABLE
joker_00028	40	INVALID, VALID, VALID
joker_00028	42	INVALID, INVALID, INVALID
joker_00028	44	INVALID, ACCEPTABLE, INVALID
joker_00028	46	ACCEPTABLE, INVALID, INVALID
joker_00028	48	INVALID, INVALID, ACCEPTABLE
joker_00028	50	INVALID, ACCEPTABLE, ACCEPTABLE
joker_00028	52	ACCEPTABLE, VALID, INVALID
joker_00029	2	ACCEPTABLE, INVALID, INVALID
joker_00029	4	INVALID, INVALID, ACCEPTABLE
joker_00029	6	VALID, INVALID, ACCEPTABLE
joker_00029	8	VALID, ACCEPTABLE, INVALID
joker_00029	10	ACCEPTABLE, VALID, ACCEPTABLE
joker_00029	12	VALID, INVALID, VALID
joker_00029	14	INVALID, INVALID, ACCEPTABLE
joker_00029	16	INVALID, INVALID, VALID
joker_00029	22	INVALID, INVALID, INVALID
joker_00029	24	VALID, INVALID, ACCEPTABLE
joker_00029	26	INVALID, INVALID, INVALID
joker_00029	28	INVALID, ACCEPTABLE, INVALID
joker_00029	30	INVALID, INVALID, INVALID
joker_00029	32	INVALID, INVALID, INVALID
joker_00029	34	VALID, INVALID, INVALID
joker_00029	36	VALID, VALID, VALID
joker_00029	42	ACCEPTABLE, VALID, ACCEPTABLE
joker_00029	44	INVALID, INVALID, ACCEPTABLE
joker_00029	46	INVALID, INVALID, INVALID
joker_00029	48	VALID, VALID, ACCEPTABLE
joker_00029	50	INVALID, INVALID, INVALID
joker_00029	52	ACCEPTABLE, INVALID, ACCEPTABLE
joker_00029	54	INVALID, INVALID, ACCEPTABLE
joker_00029	56	INVALID, INVALID, ACCEPTABLE
joker_00029	62	ACCEPTABLE, VALID, VALID
joker_00029	64	INVALID, INVALID, VALID
joker_00029	66	INVALID, INVALID, ACCEPTABLE
joker_00029	68	INVALID, INVALID, INVALID
joker_00029	70	VALID, VALID, VALID
joker_00030	2	VALID, VALID, VALID
joker_00030	4	INVALID, INVALID, INVALID
joker_00030	6	INVALID, INVALID, INVALID
joker_00030	12	ACCEPTABLE, ACCEPTABLE, ACCEPTABLE
joker_00030	14	INVALID, INVALID, INVALID
joker_00030	16	ACCEPTABLE, VALID, VALID
joker_00030	18	INVALID, INVALID, INVALID
joker_00030	20	ACCEPTABLE, INVALID, ACCEPTABLE
joker_00030	22	INVALID, INVALID, INVALID
joker_00030	24	VALID, VALID, VALID
joker_00030	26	ACCEPTABLE, INVALID, INVALID
joker_00031	6	VALID, INVALID, INVALID
joker_00031	8	VALID, VALID, VALID
joker_00031	10	VALID, VALID, VALID
joker_00031	12	INVALID, ACCEPTABLE, ACCEPTABLE
joker_00032	2	ACCEPTABLE, INVALID, INVALID
joker_00032	4	ACCEPTABLE, ACCEPTABLE, INVALID
joker_00032	6	INVALID, ACCEPTABLE, VALID
joker_00032	8	INVALID, INVALID, INVALID
joker_00032	14	ACCEPTABLE, INVALID, ACCEPTABLE
joker_00032	16	ACCEPTABLE, INVALID, ACCEPTABLE
joker_00032	18	INVALID, INVALID, ACCEPTABLE
joker_00032	20	INVALID, INVALID, INVALID
joker_00032	22	VALID, INVALID, INVALID
joker_00032	24	INVALID, ACCEPTABLE, VALID
joker_00032	26	INVALID, ACCEPTABLE, INVALID
joker_00032	28	ACCEPTABLE, ACCEPTABLE, ACCEPTABLE
joker_00032	34	ACCEPTABLE, INVALID, INVALID
joker_00033	2	VALID, VALID, VALID
joker_00033	4	INVALID, INVALID, ACCEPTABLE
joker_00033	6	INVALID, ACCEPTABLE, INVALID
joker_00033	8	ACCEPTABLE, ACCEPTABLE, INVALID
joker_00033	10	ACCEPTABLE, ACCEPTABLE, INVALID
joker_00033	12	VALID, ACCEPTABLE, ACCEPTABLE
joker_00033	14	INVALID, INVALID, ACCEPTABLE
joker_00033	20	ACCEPTABLE, ACCEPTABLE, ACCEPTABLE
joker_00033	22	INVALID, INVALID, ACCEPTABLE
joker_00033	24	VALID, ACCEPTABLE, VALID
joker_00033	26	INVALID, ACCEPTABLE, ACCEPTABLE
joker_00033	28	INVALID, INVALID, INVALID
joker_00034	2	VALID, VALID, VALID
joker_00034	4	INVALID, ACCEPTABLE, ACCEPTABLE
joker_00034	6	INVALID, INVALID, INVALID
joker_00034	12	INVALID, ACCEPTABLE, ACCEPTABLE
joker_00034	14	ACCEPTABLE, ACCEPTABLE, VALID
joker_00034	16	VALID, VALID, VALID
joker_00034	18	INVALID, ACCEPTABLE, INVALID
joker_00035	2	VALID, VALID, VALID
joker_00035	4	ACCEPTABLE, VALID, ACCEPTABLE
joker_00035	6	INVALID, INVALID, INVALID
joker_00035	8	ACCEPTABLE, INVALID, ACCEPTABLE
joker_00036	4	ACCEPTABLE, VALID, ACCEPTABLE
joker_00036	6	INVALID, INVALID, INVALID
joker_00036	8	ACCEPTABLE, ACCEPTABLE, VALID
joker_00036	10	VALID, VALID, ACCEPTABLE
joker_00036	12	INVALID, INVALID, INVALID
joker_00036	14	ACCEPTABLE, ACCEPTABLE, VALID
joker_00036	16	INVALID, INVALID, ACCEPTABLE
joker_00036	18	VALID, VALID, ACCEPTABLE
joker_00036	24	VALID, ACCEPTABLE, INVALID
joker_00036	26	INVALID, INVALID, INVALID
joker_00037	2	VALID, VALID, VALID
joker_00037	4	ACCEPTABLE, VALID, VALID
joker_00037	6	ACCEPTABLE, ACCEPTABLE, ACCEPTABLE
joker_00037	8	ACCEPTABLE, ACCEPTABLE, ACCEPTABLE
joker_00037	10	VALID, VALID, VALID
joker_00037	12	VALID, VALID, ACCEPTABLE
joker_00037	18	INVALID, VALID, ACCEPTABLE
joker_00037	20	INVALID, INVALID, ACCEPTABLE
joker_00037	22	VALID, VALID, VALID
