dialogue_id	turn_id	annotations
iris_00019	21	VALID, ACCEPTABLE
iris_00019	23	ACCEPTABLE, ACCEPTABLE
iris_00019	25	ACCEPTABLE, ACCEPTABLE
iris_00019	27	VALID, VALID
iris_00019	29	VALID, ACCEPTABLE
iris_00019	31	VALID, ACCEPTABLE
iris_00019	33	VALID, VALID
iris_00019	39	VALID, VALID
iris_00019	41	VALID, ACCEPTABLE
iris_00019	43	VALID, VALID
iris_00019	45	VALID, ACCEPTABLE
iris_00019	47	INVALID, INVALID
iris_00019	49	ACCEPTABLE, INVALID
iris_00019	51	VALID, ACCEPTABLE
iris_00019	53	INVALID, INVALID
iris_00020	3	VALID, ACCEPTABLE
iris_00020	5	INVALID, INVALID
iris_00020	7	VALID, ACCEPTABLE
iris_00020	9	INVALID, INVALID
iris_00020	11	INVALID, ACCEPTABLE
iris_00020	13	INVALID, INVALID
iris_00020	15	ACCEPTABLE, ACCEPTABLE
iris_00020	17	ACCEPTABLE, ACCEPTABLE
iris_00020	23	INVALID, INVALID
iris_00020	25	VALID, ACCEPTABLE
iris_00020	27	INVALID, ACCEPTABLE
iris_00020	29	INVALID, INVALID
iris_00020	31	ACCEPTABLE, ACCEPTABLE
iris_00020	33	INVALID, INVALID
iris_00020	35	ACCEPTABLE, VALID
iris_00020	37	VALID, ACCEPTABLE
iris_00020	43	INVALID, ACCEPTABLE
iris_00020	45	INVALID, ACCEPTABLE
iris_00020	47	INVALID, INVALID
iris_00020	49	INVALID, INVALID
iris_00020	51	VALID, VALID
iris_00020	53	VALID, VALID
iris_00020	55	VALID, ACCEPTABLE
iris_00020	57	VALID, ACCEPTABLE
iris_00021	1	VALID, VALID
iris_00021	3	INVALID, ACCEPTABLE
iris_00021	5	VALID, VALID
iris_00021	7	INVALID, INVALID
iris_00021	9	INVALID, INVALID
iris_00021	11	INVALID, INVALID
iris_00021	13	ACCEPTABLE, INVALID
iris_00021	15	VALID, ACCEPTABLE
iris_00021	21	VALID, VALID
iris_00021	23	VALID, VALID
iris_00021	25	INVALID, INVALID
iris_00021	27	INVALID, INVALID
iris_00021	29	VALID, VALID
iris_00021	31	VALID, VALID
iris_00022	1	VALID, VALID
iris_00022	3	VALID, ACCEPTABLE
iris_00022	9	VALID, VALID
iris_00022	11	INVALID, ACCEPTABLE
iris_00023	1	VALID, VALID
iris_00023	3	VALID, ACCEPTABLE
iris_00023	5	ACCEPTABLE, INVALID
iris_00023	7	ACCEPTABLE, ACCEPTABLE
iris_00023	9	VALID, VALID
iris_00023	11	VALID, ACCEPTABLE
iris_00023	17	VALID, ACCEPTABLE
iris_00023	19	ACCEPTABLE, INVALID
iris_00023	21	ACCEPTABLE, INVALID
iris_00023	23	VALID, VALID
iris_00024	1	VALID, VALID
iris_00024	3	VALID, ACCEPTABLE
iris_00024	5	ACCEPTABLE, INVALID
iris_00024	7	INVALID, INVALID
iris_00025	1	VALID
iris_00025	3	INVALID
iris_00025	5	INVALID
iris_00025	7	VALID
iris_00025	9	ACCEPTABLE
iris_00025	11	VALID
iris_00025	13	INVALID
iris_00025	15	INVALID
iris_00025	21	VALID
iris_00025	23	VALID
iris_00026	1	VALID
iris_00026	3	VALID
iris_00026	5	INVALID
iris_00026	7	VALID
iris_00026	9	VALID
iris_00026	11	INVALID
iris_00027	5	INVALID
iris_00027	7	VALID
iris_00027	9	VALID
iris_00027	11	VALID
iris_00027	13	VALID
iris_00027	15	ACCEPTABLE
iris_00027	17	INVALID
iris_00027	19	ACCEPTABLE
iris_00027	25	INVALID
iris_00027	27	INVALID
iris_00027	29	INVALID
iris_00027	31	VALID
iris_00027	33	VALID
iris_00028	1	VALID
iris_00028	3	ACCEPTABLE
iris_00028	5	ACCEPTABLE
iris_00028	11	VALID
iris_00028	13	ACCEPTABLE
iris_00028	15	ACCEPTABLE
iris_00028	17	VALID
iris_00028	19	INVALID
iris_00028	21	VALID
iris_00028	23	INVALID
iris_00028	25	INVALID
iris_00028	31	INVALID
iris_00028	33	VALID
iris_00029	1	VALID
iris_00029	3	VALID
iris_00029	5	ACCEPTABLE
iris_00029	7	ACCEPTABLE
iris_00029	9	INVALID
iris_00029	11	VALID
iris_00029	17	VALID
iris_00029	19	INVALID
iris_00029	21	VALID
iris_00029	23	VALID
iris_00029	25	VALID
iris_00029	27	VALID
iris_00029	29	ACCEPTABLE
iris_00029	31	VALID
iris_00029	37	VALID
iris_00029	39	VALID
iris_00030	1	VALID
iris_00030	3	ACCEPTABLE
iris_00030	5	VALID
iris_00030	7	VALID
iris_00030	9	VALID
iris_00030	11	VALID
iris_00030	17	ACCEPTABLE
iris_00030	19	VALID
iris_00030	21	ACCEPTABLE
iris_00030	23	VALID
iris_00031	1	VALID
iris_00031	3	VALID
iris_00031	5	VALID
iris_00031	7	VALID
iris_00031	13	VALID
iris_00031	15	ACCEPTABLE
iris_00031	17	VALID
iris_00032	1	VALID
iris_00032	3	VALID
iris_00032	5	ACCEPTABLE
iris_00032	7	VALID
iris_00032	9	INVALID
iris_00032	15	INVALID
iris_00032	17	VALID
iris_00032	19	VALID
iris_00032	21	VALID
iris_00032	23	INVALID
iris_00032	25	VALID
iris_00032	27	VALID
iris_00032	29	ACCEPTABLE
iris_00033	3	ACCEPTABLE, VALID
iris_00033	5	ACCEPTABLE, VALID
iris_00033	7	ACCEPTABLE, INVALID
iris_00033	9	VALID, ACCEPTABLE
iris_00033	11	ACCEPTABLE, VALID
iris_00033	13	VALID, VALID
iris_00033	15	ACCEPTABLE, VALID
iris_00033	17	ACCEPTABLE, VALID
iris_00033	23	VALID, VALID
iris_00033	25	VALID, VALID
iris_00033	27	VALID, VALID
iris_00034	1	VALID, VALID
iris_00034	3	ACCEPTABLE, INVALID
iris_00034	5	INVALID, VALID
iris_00034	7	ACCEPTABLE, INVALID
iris_00034	9	INVALID, VALID
iris_00034	15	ACCEPTABLE, ACCEPTABLE
iris_00034	17	ACCEPTABLE, ACCEPTABLE
iris_00034	19	ACCEPTABLE, VALID
iris_00034	21	INVALID, INVALID
iris_00034	23	ACCEPTABLE, INVALID
iris_00034	25	INVALID, ACCEPTABLE
iris_00034	27	VALID, VALID
iris_00035	1	VALID, VALID
iris_00035	7	ACCEPTABLE, ACCEPTABLE
iris_00035	9	ACCEPTABLE, VALID
iris_00035	11	ACCEPTABLE, ACCEPTABLE
iris_00035	13	ACCEPTABLE, ACCEPTABLE
iris_00035	15	INVALID, ACCEPTABLE
iris_00035	17	VALID, INVALID
iris_00035	19	INVALID, VALID
iris_00035	21	INVALID, INVALID
iris_00035	27	ACCEPTABLE, INVALID
iris_00035	29	ACCEPTABLE, INVALID
iris_00035	31	INVALID, VALID
iris_00035	33	INVALID, INVALID
iris_00035	35	VALID, VALID
iris_00036	1	VALID, VALID
iris_00036	3	ACCEPTABLE, VALID
iris_00036	5	ACCEPTABLE, ACCEPTABLE
iris_00036	11	ACCEPTABLE, VALID
iris_00036	13	ACCEPTABLE, INVALID
iris_00036	15	ACCEPTABLE, ACCEPTABLE
iris_00036	17	VALID, VALID
iris_00036	19	VALID, VALID
iris_00037	1	VALID, VALID
iris_00037	3	ACCEPTABLE, INVALID
iris_00037	5	VALID, VALID
iris_00037	11	INVALID, INVALID
iris_00037	13	INVALID, ACCEPTABLE
iris_00037	15	ACCEPTABLE, VALID
iris_00038	1	VALID, VALID
iris_00038	3	ACCEPTABLE, VALID
iris_00038	5	INVALID, INVALID
iris_00038	7	INVALID, INVALID
iris_00038	9	INVALID, ACCEPTABLE
iris_00038	15	ACCEPTABLE, INVALID
iris_00038	17	INVALID, INVALID
iris_00038	19	ACCEPTABLE, VALID
iris_00038	21	INVALID, INVALID
iris_00038	23	VALID, VALID
iris_00039	1	VALID, VALID
iris_00039	3	ACCEPTABLE, VALID
iris_00039	5	INVALID, ACCEPTABLE
iris_00039	11	VALID, VALID
iris_00040	1	VALID, VALID
iris_00040	3	ACCEPTABLE, INVALID
iris_00040	5	ACCEPTABLE, INVALID
iris_00040	7	VALID, VALID
iris_00040	9	INVALID, INVALID
iris_00040	11	ACCEPTABLE, VALID
iris_00040	13	ACCEPTABLE, VALID
iris_00040	19	VALID, VALID
iris_00049	1	VALID, VALID, VALID
iris_00049	3	VALID, ACCEPTABLE, ACCEPTABLE, VALID, ACCEPTABLE, ACCEPTABLE
iris_00049	5	ACCEPTABLE, ACCEPTABLE, INVALID, ACCEPTABLE, INVALID, INVALID
iris_00049	7	INVALID, INVALID, INVALID, INVALID, ACCEPTABLE, INVALID
iris_00049	9	INVALID, INVALID, INVALID, INVALID, INVALID, INVALID
iris_00049	11	VALID, VALID, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE, INVALID
iris_00049	13	INVALID, INVALID, INVALID, INVALID, INVALID, INVALID
iris_00049	19	INVALID, ACCEPTABLE, INVALID, VALID, ACCEPTABLE, ACCEPTABLE
iris_00049	21	ACCEPTABLE, INVALID, INVALID, INVALID, INVALID, INVALID
iris_00049	23	INVALID, ACCEPTABLE, VALID, ACCEPTABLE, INVALID, INVALID
iris_00049	25	INVALID, ACCEPTABLE, VALID, VALID, INVALID, ACCEPTABLE
iris_00049	27	VALID, INVALID, ACCEPTABLE, INVALID, VALID, ACCEPTABLE
iris_00049	29	ACCEPTABLE, INVALID, ACCEPTABLE, ACCEPTABLE, INVALID, INVALID
iris_00049	31	INVALID, INVALID, INVALID, INVALID, INVALID, INVALID
iris_00049	33	ACCEPTABLE, VALID, ACCEPTABLE, VALID, ACCEPTABLE, ACCEPTABLE
iris_00049	39	INVALID, ACCEPTABLE, INVALID, INVALID, ACCEPTABLE, INVALID
iris_00049	41	VALID, ACCEPTABLE, ACCEPTABLE, INVALID, INVALID, INVALID
iris_00049	43	VALID, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE, VALID, INVALID
iris_00049	45	VALID, ACCEPTABLE, INVALID, INVALID, INVALID, ACCEPTABLE
iris_00049	47	VALID, ACCEPTABLE, VALID, ACCEPTABLE, ACCEPTABLE, VALID
iris_00049	49	INVALID, ACCEPTABLE, INVALID, INVALID, INVALID, ACCEPTABLE
iris_00049	51	INVALID, INVALID, INVALID, INVALID, INVALID, INVALID
iris_00049	53	VALID, INVALID, INVALID, INVALID, INVALID, INVALID
iris_00050	3	VALID, ACCEPTABLE, ACCEPTABLE, INVALID, VALID, ACCEPTABLE
iris_00050	5	VALID, ACCEPTABLE, VALID, VALID, ACCEPTABLE, ACCEPTABLE
iris_00050	7	VALID, ACCEPTABLE, INVALID, INVALID, VALID, INVALID
iris_00050	9	INVALID, INVALID, ACCEPTABLE, ACCEPTABLE, INVALID, ACCEPTABLE
iris_00050	11	INVALID, ACCEPTABLE, ACCEPTABLE, INVALID, INVALID, ACCEPTABLE
iris_00050	13	INVALID, INVALID, VALID, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE
iris_00050	15	INVALID, INVALID, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE, VALID
iris_00050	17	ACCEPTABLE, INVALID, INVALID, ACCEPTABLE, ACCEPTABLE, INVALID
iris_00050	23	ACCEPTABLE, INVALID, ACCEPTABLE, INVALID, INVALID, ACCEPTABLE
iris_00050	25	INVALID, ACCEPTABLE, INVALID, INVALID, ACCEPTABLE, ACCEPTABLE
iris_00050	27	INVALID, ACCEPTABLE, INVALID, ACCEPTABLE, INVALID, ACCEPTABLE
iris_00050	29	VALID, ACCEPTABLE, INVALID, ACCEPTABLE, ACCEPTABLE, INVALID
iris_00050	31	VALID, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE, INVALID, ACCEPTABLE
iris_00050	33	VALID, ACCEPTABLE, VALID, VALID, VALID, VALID
iris_00050	35	VALID, VALID, ACCEPTABLE, VALID, ACCEPTABLE, VALID
iris_00050	37	VALID, ACCEPTABLE, ACCEPTABLE, INVALID, VALID, VALID
iris_00050	43	VALID, VALID, VALID
iris_00051	1	VALID, VALID, VALID
iris_00051	3	VALID, ACCEPTABLE, INVALID, INVALID, INVALID, INVALID
iris_00051	5	VALID, VALID, VALID, ACCEPTABLE, VALID, VALID
iris_00051	7	VALID, VALID, VALID, VALID, ACCEPTABLE, ACCEPTABLE
iris_00051	9	INVALID, INVALID, INVALID, ACCEPTABLE, INVALID, INVALID
iris_00051	11	INVALID, INVALID, ACCEPTABLE, INVALID, INVALID, INVALID
iris_00051	13	VALID, ACCEPTABLE, VALID, ACCEPTABLE, INVALID, ACCEPTABLE
iris_00051	19	VALID, ACCEPTABLE, VALID, VALID, ACCEPTABLE, VALID
iris_00051	21	INVALID, INVALID, INVALID, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE
iris_00051	23	VALID, ACCEPTABLE, VALID, VALID, ACCEPTABLE, VALID
iris_00051	25	ACCEPTABLE, ACCEPTABLE, INVALID, INVALID, VALID, ACCEPTABLE
iris_00051	27	ACCEPTABLE, ACCEPTABLE, INVALID, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE
iris_00051	29	VALID, ACCEPTABLE, ACCEPTABLE, VALID, INVALID, ACCEPTABLE
iris_00051	31	VALID, VALID, VALID, VALID, VALID, VALID
iris_00051	33	INVALID, INVALID, INVALID, INVALID, INVALID, INVALID
iris_00051	39	VALID, VALID, VALID, VALID, VALID, VALID
iris_00051	41	VALID, ACCEPTABLE, VALID, INVALID, ACCEPTABLE, INVALID
iris_00051	43	ACCEPTABLE, ACCEPTABLE, VALID, ACCEPTABLE, INVALID, ACCEPTABLE
iris_00051	45	VALID, VALID, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE
iris_00051	47	VALID, VALID, VALID
iris_00052	1	VALID, VALID, VALID
iris_00052	3	VALID, ACCEPTABLE, VALID, VALID, VALID, ACCEPTABLE
iris_00052	5	VALID, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE, INVALID
iris_00052	11	VALID, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE
iris_00052	13	ACCEPTABLE, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE
iris_00052	15	VALID, ACCEPTABLE, VALID, INVALID, ACCEPTABLE, ACCEPTABLE
iris_00052	17	INVALID, INVALID, INVALID, INVALID, INVALID, INVALID
iris_00052	19	INVALID, INVALID, INVALID, INVALID, INVALID, INVALID
iris_00052	21	INVALID, INVALID, INVALID, INVALID, INVALID, INVALID
iris_00052	23	VALID, INVALID, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE, INVALID
iris_00052	25	VALID, INVALID, ACCEPTABLE, INVALID, INVALID, INVALID
iris_00053	3	VALID, ACCEPTABLE, ACCEPTABLE, VALID, VALID, VALID
iris_00053	5	VALID, ACCEPTABLE, VALID, INVALID, ACCEPTABLE, ACCEPTABLE
iris_00053	7	VALID, INVALID, ACCEPTABLE, INVALID, INVALID, INVALID
iris_00053	9	INVALID, INVALID, INVALID, ACCEPTABLE, INVALID, ACCEPTABLE
iris_00053	11	VALID, ACCEPTABLE, VALID, VALID, VALID, VALID
iris_00053	13	INVALID, INVALID, INVALID, INVALID, INVALID, ACCEPTABLE
iris_00053	15	VALID, VALID, VALID, ACCEPTABLE, VALID, VALID
iris_00053	17	VALID, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE, INVALID, ACCEPTABLE
iris_00053	23	VALID, VALID, VALID
iris_00054	1	VALID, VALID, VALID
iris_00054	3	VALID, ACCEPTABLE, VALID, ACCEPTABLE, VALID, VALID
iris_00054	5	VALID, ACCEPTABLE, VALID, VALID, VALID, VALID
iris_00054	7	INVALID, ACCEPTABLE, INVALID, INVALID, ACCEPTABLE, INVALID
iris_00054	9	VALID, VALID, VALID, VALID, ACCEPTABLE, VALID
iris_00054	11	INVALID, INVALID, INVALID, INVALID, INVALID, INVALID
iris_00054	13	VALID, INVALID, VALID, INVALID, INVALID, INVALID
iris_00054	19	VALID, ACCEPTABLE, VALID, VALID, INVALID, ACCEPTABLE
iris_00054	21	VALID, ACCEPTABLE, VALID, VALID, VALID, ACCEPTABLE
iris_00054	23	ACCEPTABLE, ACCEPTABLE, INVALID
iris_00055	1	VALID, VALID, VALID
iris_00055	3	INVALID, ACCEPTABLE, ACCEPTABLE, VALID, ACCEPTABLE, INVALID
iris_00055	5	VALID, VALID, INVALID, INVALID, ACCEPTABLE, INVALID
iris_00055	7	ACCEPTABLE, ACCEPTABLE, INVALID, ACCEPTABLE, INVALID, ACCEPTABLE
iris_00055	9	INVALID, VALID, ACCEPTABLE, ACCEPTABLE, VALID, ACCEPTABLE
iris_00055	15	INVALID, ACCEPTABLE, VALID, VALID, INVALID, ACCEPTABLE
iris_00055	17	INVALID, ACCEPTABLE, ACCEPTABLE, INVALID, INVALID, INVALID
iris_00055	19	INVALID, ACCEPTABLE, VALID, INVALID, INVALID, INVALID
iris_00055	21	VALID, VALID, INVALID, INVALID, VALID, ACCEPTABLE
iris_00055	23	INVALID, INVALID, INVALID, ACCEPTABLE, INVALID, INVALID
iris_00055	25	VALID, VALID, VALID, VALID, VALID, VALID
iris_00055	27	INVALID, ACCEPTABLE, INVALID, INVALID, INVALID, INVALID
iris_00055	29	ACCEPTABLE, VALID, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE, VALID
iris_00055	35	INVALID, INVALID, INVALID, INVALID, INVALID, INVALID
iris_00055	37	VALID, VALID, VALID
iris_00056	1	VALID, VALID, VALID
iris_00056	3	VALID, VALID, VALID, VALID, VALID, VALID
iris_00056	5	VALID, ACCEPTABLE, INVALID, INVALID, ACCEPTABLE, ACCEPTABLE
iris_00056	7	VALID, INVALID, ACCEPTABLE, INVALID, ACCEPTABLE, ACCEPTABLE
iris_00056	9	VALID, VALID, ACCEPTABLE, ACCEPTABLE, VALID, ACCEPTABLE
iris_00056	11	INVALID, INVALID, ACCEPTABLE, INVALID, INVALID, INVALID
iris_00056	17	INVALID, ACCEPTABLE, INVALID, INVALID, INVALID, INVALID
iris_00056	19	ACCEPTABLE, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE, INVALID, ACCEPTABLE
iris_00056	21	INVALID, INVALID, INVALID, VALID, INVALID, VALID
iris_00056	23	VALID, ACCEPTABLE, INVALID, ACCEPTABLE, VALID, ACCEPTABLE
iris_00056	25	VALID, ACCEPTABLE, VALID, ACCEPTABLE, ACCEPTABLE, VALID
iris_00056	27	VALID, ACCEPTABLE, VALID, VALID, ACCEPTABLE, VALID
iris_00056	29	ACCEPTABLE, INVALID, INVALID, INVALID, INVALID, INVALID
iris_00056	31	INVALID, INVALID, INVALID, INVALID, INVALID, INVALID
iris_00056	37	INVALID, INVALID, INVALID, INVALID, INVALID, INVALID
iris_00056	39	VALID, ACCEPTABLE, ACCEPTABLE, VALID, VALID, VALID
iris_00056	41	ACCEPTABLE, ACCEPTABLE, VALID, VALID, VALID, VALID
iris_00056	43	VALID, ACCEPTABLE, INVALID, ACCEPTABLE, ACCEPTABLE, ACCEPTABLE
iris_00056	45	VALID, VALID, VALID
iris_00057	1	VALID, VALID
iris_00057	3	INVALID, INVALID
iris_00057	5	ACCEPTABLE, INVALID
iris_00057	11	VALID, VALID
iris_00057	13	VALID, ACCEPTABLE
iris_00057	15	INVALID, ACCEPTABLE
iris_00057	17	INVALID, ACCEPTABLE
iris_00057	19	INVALID, INVALID
iris_00057	21	VALID, VALID
iris_00057	23	ACCEPTABLE, INVALID
iris_00057	25	ACCEPTABLE, INVALID
iris_00057	31	ACCEPTABLE, VALID
iris_00057	33	INVALID, VALID
